1,3,0.553755164,0.187674835,0.389693528,0,0.517000139,0.001450522,0,0.337087333,0.090452269,0.461178243,0.000285909,0.513839781
2,8,7.94E-06,0.479905814,0.020216793,0,0.0191538,0.027798556,0,0.588067055,0,0,0,0
3,8,0,0.559898794,0.003721558,0,0.020141229,0.003909507,0,0.670912802,0,0,0,0
4,0,0.256360143,0.00275998,0,0.358573616,0,0,0.133322597,0.016772499,0,0.374438703,0,0
5,6,0,0.128516734,0,0,0,0.015316716,0.412564814,0,0,0,0,0.442823648
6,6,0.004228629,0.145011321,0,0,0,0.011484299,0.329213321,0,0.000891103,0.003215606,0,0.45847708
7,1,0.012855189,0.529263794,0.007522632,0,0.018037401,0.096800759,0,0.542160094,0.614997268,0.006078172,0.035449162,0.02097917
8,6,0,0.137518153,0,0,0,0,0.430774689,0,0,0,0,0.424731225
9,3,0.50113976,0.188203752,0.47752291,0,0.457290471,0,0,0.35867089,0.099543102,0.419876426,0,0.555131078
10,1,0,0.608564317,0,0,0,0.037157077,0.001918806,0.591553986,0.616374791,0,0.006560257,0.002498962
11,0,0.443158507,0,0,0.32867378,0.059928752,0.053085659,0.103777349,0,0,0.533987403,0,0
12,9,0,0,0.222516745,0,0,0.03858228,0.04234875,0,0.56452173,0,0.005060188,0
13,5,0.5259161,0,0,0,0.510993421,0.784514427,0.023926498,0.002540614,0,0.466374367,0,0
14,7,0,0.00028057,0.206696853,0,0,0.283104628,0,0.001128511,0.006350762,0,0.537847579,0.018358396
15,9,0,0,0.225729316,0,0,0,0.043298587,0,0.408511579,0,0,0
16,8,0,0.504161358,0,0,0,0.03640024,0.10346292,0.460222781,0,0.009950987,0,0.044491239
17,5,0.441135854,0,0,0,0.418916762,0.686502099,0.04081475,0,0,0.386742085,0,0
18,7,0,0,0.258379012,0,0,0.263532698,0,0,0.084733352,0,0.560479164,0
19,8,0,0.411221832,0.039024137,0,0,0.016969655,0,0.497922063,0,0,0,0
20,6,0,0.137464374,0,0,0,0.00277495,0.422639847,0,0,0,0,0.399909705
21,7,0,0,0.285737306,0,0,0.234782562,0.001123484,0,0.18427211,0,0.518897951,0
22,0,0.263699681,0,0,0.537930548,0.039783079,0,0.217414021,0,0,0.376399696,0,6.94E-05
23,4,0,0.002977893,0.218706608,0.552660227,0,0.27944985,0.039647758,0.004268953,0.009842763,0,0,0.032992534
24,9,0,0,0.214765802,0,0,0,0.108227588,0,0.494186699,0,0,0
25,5,0.453536958,0.000497194,0.026934331,0.06652572,0.422145814,0.97509861,0.011710679,0.01053991,0,0.385108978,0,0
26,2,0.006435926,0,0.55668968,0.611242414,0.482705384,0,0.417929411,0,0.193286002,0.010661803,0.490767717,0
27,4,0,0,0.25354898,0.342659652,0,0.578773201,0,0.003130336,0.008886103,0,0,0
28,0,0.202566296,0,0,0.470278978,0.000869004,0,0.181736395,0,0,0.324943155,0.004745738,0
29,9,0,0,0.231599182,0,0,0.002650047,0.122849718,0,0.557996273,0,0.002745186,0
30,6,0,0.100804918,0,0,0,0.001059875,0.466531485,0,0,0,0,0.381650448
31,6,0.03279189,0.230613813,0,0,0,0,0.368124634,0.017563758,0.000534655,0.020691143,0,0.629681766
32,5,0.465892434,0,0,0,0.49876368,0.555939138,0.113714606,0,0,0.406366736,0,0
33,4,0.013291638,0,0.422221243,0.439307272,0.008313365,0.525909185,0,0.071938932,0,0,0,0
34,5,0.493502527,0,0,0,0.447115391,0.737977743,0.041372485,0.001272259,0,0.442267597,0,0
35,9,0.003704154,0,0.176955044,0,0.001709444,0.00171302,0.044067997,0,0.422751725,0.009948594,0,0
36,2,0.008710053,0.033172816,0.441037029,0.489298701,0.507881522,0,0.398165643,0.057206314,0.098306075,0,0.430728018,0
37,4,0,0,0.271410882,0.394472599,0,0.726488948,0,0,0.017201845,0,0.003883771,0
38,1,0,0.55011487,0,0.006184078,0,0.051268429,0.01553684,0.532597959,0.656089067,0,0.017518843,0.003060916
39,9,0.000647237,0,0.205632582,0,0.000597331,0,0.053348802,0,0.441941619,0,0,0
40,5,0.451651931,0.029183505,0,0,0.442265332,0.615753353,0.051878169,0.028331548,0,0.408718288,0,0
41,4,0,0,0.299777836,0.500967085,0,0.5384745,0,0,0,0,0,0
42,6,0,0.140583873,0,0,0,0.004987646,0.406495541,0,0.00318545,0,0,0.363328546
43,5,0.451941431,0,0,0,0.468089014,0.636494756,0.048634812,0.011286619,0,0.397556663,0,0
44,6,0,0.165451214,0,0,0,0.01557178,0.393069029,0,0,0,0,0.383289903
45,0,0.216536671,0,0,0.412249178,0,0,0.144839153,0,0,0.335032046,0,0
46,9,0,0,0.217454478,0,0,0.007068529,0.10407792,0,0.549113572,0,0,0
47,3,0.426389724,0.154199809,0.630129933,0.031193014,0.533514023,0,0.00131188,0.303592473,0.1207041,0.351939678,0,0.558141351
48,9,0,0.060135838,0.288761973,0.006335222,0,0,0.099008344,0.078586474,0.676796854,0,0,0.011774009
49,7,0,0.004706492,0.154529572,0,0,0.36936897,0.000972606,0.000162018,0.009204418,0,0.532887399,0.024012798
50,6,0.049393952,0.170211717,0.127491504,0.010253972,0.040320411,0,0.358320445,0.003067908,0.224680841,0.035199411,0,0.491637498
51,9,0,0,0.169877976,0,0,0,0.111697532,0,0.426039726,0,0,0.005148191
52,8,0,0.449489444,0.076437727,0,0,0.007880429,0,0.529685795,0,0,0,0
53,0,0.544194341,0.007455815,0.082509935,0.351171911,0.415094465,0.128148615,0.140715659,0.030094145,0,0.575716138,0.001562015,0.054483853
54,3,0.477955252,0.160397634,0.498611599,0,0.448012799,0,0,0.317846388,0.177910313,0.404031307,0,0.509396732
55,8,0,0.399419516,0.068381146,0.009320865,0.004281242,0.049721524,0,0.506789804,0,0,0,0
56,8,0,0.427336514,0.059805326,0,0.010172676,0.034689557,0,0.529255986,0,0,0.006963077,0.000963141
57,7,0,0,0.289651424,0,0,0.331727177,0,0,0.079778433,0,0.499197543,0
58,7,0,0,0.274905294,0,0,0.322783411,0,0,0.07167986,0,0.503464043,0
59,4,0.091786817,0,0.163913697,0.040622637,0.066243418,0.831864715,0,0.002658018,0.033000182,0.080934912,0.301403999,0
60,6,0.609731734,0.192262694,0.284100205,0,0.48306939,0,0.046350706,0.264927834,0.079271942,0.542280436,0,0.642531633
61,7,0,0,0.143890873,0,0,0.29740274,0,0,0.005472012,0,0.478354037,0.030201722
62,3,0.677806735,0,0,0,0.600891471,0.511355102,0.028475804,0.032711718,0,0.58956027,0,0.010969019
63,6,0,0.154271826,0,0,0,0,0.445657343,0,0.021484684,0,0,0.409584671
64,3,0.388031065,0.274697125,0.479883939,0,0.409639984,0,0,0.456665814,0.283139527,0.315347254,0,0.428940862
65,6,0,0.155769572,0,0,0,0,0.449822187,0,0.004315097,0,0,0.454707921
66,2,0,0,0.42547068,0.615654647,0.387490213,0,0.433995098,0,0.068849578,0,0.490350723,0.015182416
67,1,0,0.735389888,0,0,0,0.011476751,0.005814197,0.771756709,0.441928476,0,0,0
68,2,0,0,0.406186879,0.567425728,0.367507935,0.003613109,0.415250033,0,0.058171514,0,0.539415419,0.004774277
69,3,0.48199451,0.190367118,0.497936577,0,0.461168289,0,0,0.354346961,0.138686717,0.401681423,0,0.543417752
70,7,0,0,0.311239779,0,0,0.314687818,0,0,0.077250637,0,0.505728066,0
71,2,0.204918653,0,0.235542133,0.659013689,0.408907175,0.054847799,0.347796142,0,0.009934237,0.269706875,0.194394454,0.000439636
72,6,0,0.134256989,0,0,0,0.004054938,0.372346431,0,0,0,0,0.443539649
73,8,0,0.397709429,0.023242984,0,0.011119599,0.107512489,0,0.487587363,0,0,0,0.001422136
74,8,0,0.445195496,0.020880094,0,0.001179116,0.041627571,0,0.536237299,0,0,0,0.000965547
75,0,0.210596979,0,0,0.317167431,0,0,0.148765281,0,0.017516328,0.324845463,0,0.005533006
76,2,0,0,0.400377661,0.579906166,0.411532581,0.019354668,0.420562029,0,0.052724604,0,0.551545143,0.004912992
77,9,0,0,0.217575938,0,0,0,0.0427453,0,0.460538834,0,0,0
78,3,0.508199632,0.222571999,0.390988737,0,0.432481229,0,0,0.375727504,0.080194727,0.439709991,0.000977344,0.53123951
